,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,DBC,VNQ
2020-07-31,0.096553,0.108924,0.115298,0.086715,0.072168,0.075046,0.079734,0.094213,0.067327,0.053123,0.064692,0.086206
2020-08-07,0.061286,0.048779,0.117220,0.141454,0.099731,0.091384,0.083556,0.074717,0.073086,0.058677,0.063415,0.086695
2020-08-14,0.062729,0.102839,0.043649,0.073344,0.101983,0.097901,0.086255,0.087263,0.076709,0.112787,0.106230,0.048310
2020-08-21,0.075085,0.081039,0.076367,0.091107,0.076567,0.096041,0.070397,0.113654,0.084626,0.090478,0.071811,0.072828
2020-08-28,0.070196,0.063613,0.105533,0.096072,0.069443,0.059183,0.075179,0.068777,0.081021,0.115677,0.119156,0.076152
2020-09-04,0.080438,0.088014,0.078396,0.080191,0.073708,0.115893,0.087376,0.078593,0.100254,0.053424,0.075030,0.088682
2020-09-11,0.085150,0.100097,0.076117,0.057092,0.059078,0.118230,0.105704,0.116335,0.073217,0.054741,0.086254,0.067984
2020-09-18,0.085672,0.120201,0.110409,0.061492,0.066155,0.077896,0.073019,0.082332,0.074964,0.086948,0.062260,0.098650
2020-09-25,0.104535,0.109402,0.073036,0.086687,0.080687,0.083381,0.077407,0.082426,0.079306,0.063120,0.054186,0.105826
2020-10-02,0.051243,0.046656,0.055743,0.083320,0.091471,0.099641,0.088848,0.110552,0.109870,0.110626,0.093455,0.058575
2020-10-09,0.102954,0.130362,0.060431,0.073421,0.091267,0.089012,0.080548,0.069559,0.069408,0.072547,0.110323,0.050169
2020-10-16,0.070522,0.057502,0.085191,0.074799,0.082267,0.105500,0.109866,0.081176,0.086482,0.050893,0.085246,0.110555
2020-10-23,0.077342,0.097446,0.081468,0.062163,0.066144,0.090776,0.081923,0.090300,0.080530,0.087596,0.097027,0.087283
2020-10-30,0.081189,0.089080,0.076306,0.072131,0.077294,0.066013,0.078848,0.073299,0.084680,0.097649,0.125063,0.078448
2020-11-06,0.094562,0.119836,0.094615,0.073577,0.081412,0.105446,0.091996,0.099815,0.054234,0.052359,0.060134,0.072015
2020-11-13,0.071076,0.069858,0.091488,0.063269,0.060527,0.125058,0.105095,0.096846,0.088742,0.065901,0.080583,0.081555
2020-11-20,0.058761,0.074541,0.052962,0.059867,0.070962,0.118360,0.127823,0.096231,0.082533,0.076529,0.126090,0.055341
2020-11-27,0.114213,0.116487,0.081271,0.073594,0.070513,0.052899,0.068215,0.094197,0.096190,0.073412,0.064140,0.094870
2020-12-04,0.084300,0.067071,0.081626,0.072179,0.071709,0.055445,0.066516,0.067999,0.083920,0.143730,0.101387,0.104117
2020-12-11,0.060063,0.072633,0.046141,0.061611,0.062940,0.146355,0.130303,0.135130,0.063295,0.096186,0.066393,0.058950
2020-12-18,0.086597,0.093404,0.097487,0.088654,0.095786,0.066562,0.064501,0.074446,0.086661,0.074747,0.089395,0.081759
2021-01-08,0.088517,0.087445,0.087760,0.086626,0.073800,0.090590,0.083455,0.080687,0.068751,0.079901,0.060978,0.111489
2021-01-15,0.068633,0.056218,0.093955,0.063001,0.050563,0.108199,0.122145,0.095001,0.076950,0.136419,0.061014,0.067901
2021-01-22,0.091153,0.095242,0.106170,0.105761,0.092597,0.054201,0.051094,0.058273,0.074470,0.109184,0.109815,0.052037
2021-01-29,0.087632,0.087399,0.053860,0.086401,0.091046,0.062418,0.062707,0.081736,0.085017,0.105790,0.127258,0.068736
2021-02-05,0.108218,0.111217,0.093236,0.101057,0.097194,0.084380,0.074349,0.069554,0.070387,0.060164,0.054317,0.075927
2021-02-12,0.074095,0.078309,0.057225,0.068464,0.067995,0.139724,0.115918,0.116217,0.077891,0.058297,0.067513,0.078351
2021-02-19,0.065026,0.065228,0.072378,0.064079,0.075298,0.140193,0.118402,0.110689,0.070283,0.092169,0.049489,0.076764
2021-02-26,0.080486,0.092544,0.045432,0.065534,0.061545,0.134524,0.117986,0.129927,0.072824,0.061975,0.073945,0.063278
2021-03-05,0.094308,0.062542,0.077778,0.114669,0.103740,0.031984,0.034842,0.033747,0.092118,0.124760,0.125098,0.104414
2021-03-12,0.051426,0.058153,0.052799,0.083893,0.078326,0.097370,0.130525,0.126435,0.086972,0.105490,0.048108,0.080503
2021-03-19,0.062789,0.092661,0.055553,0.059451,0.096173,0.122938,0.117172,0.122669,0.078306,0.065373,0.078418,0.048497
2021-03-26,0.105317,0.085833,0.074785,0.085258,0.068543,0.064655,0.103584,0.083902,0.073195,0.078947,0.046868,0.129114
2021-04-09,0.054848,0.058493,0.057550,0.067020,0.053722,0.137870,0.157247,0.118956,0.088874,0.096696,0.045873,0.062851
2021-04-16,0.059215,0.062917,0.076793,0.067008,0.092484,0.094454,0.103765,0.093650,0.078931,0.106179,0.088313,0.076290
2021-04-23,0.067761,0.075993,0.073648,0.060537,0.069755,0.117472,0.105209,0.129371,0.087227,0.059700,0.082324,0.071001
2021-04-30,0.065501,0.062811,0.055907,0.069553,0.067895,0.114643,0.116269,0.091563,0.082338,0.118893,0.069987,0.084639
2021-05-07,0.092778,0.095246,0.107862,0.102624,0.104173,0.060392,0.062013,0.058436,0.072270,0.082151,0.099120,0.062934
2021-05-14,0.075976,0.075326,0.068148,0.069008,0.075873,0.136656,0.095629,0.098435,0.095630,0.068015,0.067670,0.073634
2021-05-21,0.070358,0.058377,0.060298,0.073123,0.081894,0.071079,0.105096,0.077231,0.113779,0.088798,0.095525,0.104443
2021-05-28,0.089006,0.111696,0.078850,0.079547,0.111243,0.068502,0.079375,0.079056,0.075897,0.082327,0.059357,0.085143
2021-06-04,0.081837,0.079748,0.090549,0.078957,0.072547,0.095090,0.086119,0.080053,0.087525,0.072949,0.100361,0.074264
2021-06-11,0.085601,0.061313,0.112032,0.091407,0.098001,0.054495,0.059514,0.060000,0.108110,0.073710,0.073816,0.122001
2021-06-18,0.075129,0.074229,0.059586,0.072153,0.084747,0.087058,0.094915,0.073585,0.077009,0.124854,0.091473,0.085262
2021-06-25,0.117083,0.103624,0.126738,0.121137,0.084994,0.037703,0.042453,0.046556,0.073129,0.094405,0.048564,0.103616
2021-07-02,0.068529,0.085877,0.075043,0.071360,0.062861,0.131572,0.101543,0.102535,0.072460,0.067712,0.094314,0.066193
